Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
APH,Amphenol Corp.,Technology,70.38,0.009771886,,,0.687745348,42054.7528,26.43622882,0.270765885,1.201624997,88.22,63.55
APLE,Apple Hospitality REIT Inc,Real Estate,17.67,0.033955857,4,-0.129449437,0.129675476,4044.460873,214.8109663,1.558599477,1.034479832,18.6,13.74
APLS,Apellis Pharmaceuticals Inc,Healthcare,52.81,0,,,0,5602.503689,0,N/A,1.301851211,73,27.5
APOG,Apogee Enterprises Inc.,Industrials,46.02,0.017690586,0.1,0.094608784,0.814120761,1144.30939,N/A,N/A,1.232511613,50.23,33.55
APPF,Appfolio Inc,Technology,112.99,0,,,0,2171.054264,2111.920491,0,1.046896561,150.78,103.63
APPN,Appian Corp,Technology,54.49,0,,,0,2162.365358,N/A,0,2.0133399,149.82,46.85
APPS,Digital Turbine Inc,Technology,36.98,0,,,0,3585.623623,78.80145099,0,2.578916479,93.98,30.61
APRN,Blue Apron Holdings Inc,Consumer Cyclical,4.15,0,,,0,131.53176,N/A,0,1.558709985,12.76,3.52
APT,Alpha Pro Tech Ltd.,Industrials,4.16,0,,,0,54.659867,0,N/A,0.340419649,12.35,3.76
APTS,Preferred Apartment Communities Inc,Real Estate,24.89,0.028123744,0,-0.057255435,0.68955313,1387.23728,N/A,N/A,0.409610113,25.62,8.68
APTV,Aptiv PLC,Consumer Cyclical,107.51,0,,,0,29126.10971,55.26776036,0,1.551383783,180.81,94.75
APVO,Aptevo Therapeutics Inc,Healthcare,4.76,0,,,0,23.834467,0,N/A,1.509024807,31.76,4.4
APYX,Apyx Medical Corp,Healthcare,5.35,0,,,0,184.192405,0,N/A,1.732913141,17.5,5.31
AQB,AquaBounty Technologies Inc,Consumer Defensive,1.69,0,,,0,120.175395,0,N/A,1.553745023,6.53,1.32
AQMS,Aqua Metals Inc,Industrials,1.19,0,,,0,84.863446,0,N/A,1.791696133,3.82,0.7503
AQUA,Evoqua Water Technologies Corp,Industrials,43.78,0,,,0,5290.815014,103.6682932,0,1.346070961,49.38,27.48
AR,Antero Resources Corp,Energy,35.28,0,,,0,11075.45012,N/A,0,0.99074817,35.86,8.81
ARA,American Renal Associates Holdings Inc.,Healthcare,11.5,0,,,0,397.247893,0,N/A,0.754764657,11.79,5.78
ARAV,Aravive Inc,Healthcare,1.69,0,,,0,35.649463,0,N/A,0.952005664,6.94,1.65
ARAY,Accuray Inc,Healthcare,3.27,0,,,0,303.238646,N/A,0,1.297708804,5.93,3.1
ARC,ARC Document Solutions Inc,Industrials,3.85,0.028210528,,,0.108610533,166.341649,18.19333354,0.507525857,0.655398731,4.18,1.89
ARCB,ArcBest Corp,Industrials,69.16,0.004620848,0,0,0.319577821,1701.180943,7.967276958,0.040047346,1.815246823,124.89,52.71
ARCH,Arch Resources Inc,Energy,166.49,0.00299989,,,0.499451633,2576.735429,7.633120625,0.026013106,0.431427639,167.76,43.96
ARDX,Ardelyx Inc,Healthcare,0.8927,0,,,0,116.313681,0,N/A,0.709385803,9.15,0.5841
ARE,Alexandria Real Estate Equities Inc.,Real Estate,196.18,0.023447854,0.055045872,0.059838954,4.502827613,32020.10547,56.83379891,1.178750684,0.718065993,223.67,167.63
ARES,Ares Management Corp,Financial Services,77.3,0.025866899,,,1.999511328,12956.52749,35.14835576,0.975371379,1.561374205,88.77,49.03
ARGO,Argo Group International Holdings Ltd,Financial Services,41.44,0.029635381,0,0.028015318,1.228090183,1445.794856,N/A,N/A,0.786021669,60.52,36.1
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,13.97,0.030064424,0,-0.05319173,1.349451437,1963.363484,9.499808799,1.097114989,0.852805649,15.4,11.81
ARKR,Ark Restaurants Corp.,Consumer Cyclical,17.38,0,,,0,61.726043,0,N/A,0.302330592,22,14.39
ARL,American Realty Investors Inc.,Real Estate,18.295,0,,,0,295.501627,88.28850513,0,,20.38,7.71
ARLO,Arlo Technologies Inc,Industrials,8.44,0,,,0,715.674434,0,N/A,1.744958784,11.79,5.48
ARMK,Aramark,Consumer Cyclical,37.02,0.011829955,0,0.013237121,0.437944948,9506.578813,287.89494,3.392292392,1.164008778,40.2,31.03
ARMP,Armata Pharmaceuticals Inc,Healthcare,5.03,0,,,0,154.557268,0,N/A,0.633937529,6.49,2.82
ARNA,Arena Pharmaceuticals Inc,Healthcare,99.99,0,,,0,0,0,0,,,
ARNC,Arconic Corporation,Industrials,26.92,0,,,0,2847.716721,0,N/A,1.33676795,38.49,22.45
AROC,Archrock Inc,Energy,9.64,0.058636759,0,0.038573773,0.565258355,1497.056843,55.35429258,3.17382569,0.680929492,9.77,6.85
AROW,Arrow Financial Corp.,Financial Services,31.43,0.034362074,0.038461538,0.015511278,1.023458478,502.898229,10.08681287,0.330147896,0.56902517,37.66,31.12
ARPO,Aerpio Pharmaceuticals Inc,Healthcare,2.2,0,,,0,104.853082,0,N/A,,3.32,0.9541
ARR,ARMOUR Residential REIT Inc,Real Estate,7.96,0.150753769,0,0,1.132886681,764.54883,196.5421157,23.40674961,0.561141691,11.16,7.33
ARTNA,Artesian Resources Corp.,Utilities,46.35,0.023516721,0.040451186,0.029152067,1.047410897,395.126195,23.48167796,0.585145753,0.3159607,50.88,35.23
ARTW,Art`s-way Manufacturing Co. Inc.,Industrials,3.49,0,,,0,16.159039,0,N/A,,7.7,2.83
ARVN,Arvinas Inc,Healthcare,66.96,0,,,0,3551.998729,0,N/A,1.042473531,108.47,56.64
ARW,Arrow Electronics Inc.,Technology,109.07,0,,,0,7310.565412,6.596810326,0,1.132278115,137.95,107.11
ARWR,Arrowhead Pharmaceuticals Inc.,Healthcare,46.87,0,,,0,4942.896889,N/A,0,1.689968383,93.66,38.89
ASB,Associated Banc-Corp.,Financial Services,21.5,0.035826976,0.111111111,0.107566343,0.77027999,3225.762412,9.730454438,0.353339445,0.967009311,25.57,17.91
ASGN,ASGN Inc,Industrials,115.73,0,,,0,5971.668,14.56859722,0,1.293599306,131.89,91.61
ASH,Ashland Global Holdings Inc,Basic Materials,106.22,0.011244328,0.090909091,0.059223841,1.19437256,6046.442531,28.52095533,0.339310386,0.933388189,110.07,81.15
ASIX,AdvanSix Inc,Basic Materials,50.61,0.002469868,,,0.125,1424.226284,10.18825449,0.025987526,1.312341086,57.1,26.79
ASMB,Assembly Biosciences Inc,Healthcare,2.07,0,,,0,99.609305,0,N/A,0.76143083,4.69,1.4
ASPN,Aspen Aerogels Inc.,Industrials,26.42,0,,,0,878.050629,0,N/A,2.215312951,65.99,16.33
ASPS,Altisource Portfolio Solutions S.A.,Financial Services,11.7,0,,,0,187.8711,15.905105,0,0.914850442,14.58,5.61
ASPU,Aspen Group Inc,Consumer Defensive,0.9707,0,,,0,24.452331,0,N/A,0.914845768,7.49,0.9
ASRT,Assertio Holdings Inc,Healthcare,2.95,0,,,0,133.730294,N/A,0,1.626159242,3.52,0.8512
ASRV,Ameriserv Financial Inc,Financial Services,3.97,0.024965358,,,0.099112473,67.904107,0,N/A,0.008893981,4.52,3.62
ASTC,Astrotech Corp,Industrials,0.636,0,,,0,31.525956,N/A,0,0.90941206,1.4,0.6002
ASTE,Astec Industries Inc.,Industrials,39.72,0.011543448,0.090909091,0.037137289,0.458505746,904.327801,50.80493264,0.591162643,1.205012553,79.38,37.38
ASUR,Asure Software Inc,Technology,5.5,0,,,0,110.193166,34.51085672,0,0.505736531,9.94,5.5
ASYS,Amtech Systems Inc.,Technology,9.45,0,,,0,132.585314,74.23589832,0,1.48846864,15.78,7.81
ATEC,Alphatec Holdings Inc,Healthcare,12.11,0,,,0,1208.415871,N/A,0,1.609119128,16.95,9.06
ATEN,A10 Networks Inc,Technology,12.98,0.00385208,,,0.050000001,991.599338,10.45031815,0.042016807,1.369280873,18.92,8.36
ATEX,Anterix Inc,Communication Services,56.65,0,,,0,1040.940238,0,N/A,0.434945864,66.55,45.11
ATGE,Adtalem Global Education Inc,Consumer Defensive,29.67,0,,,0,1477.778497,N/A,0,0.807299768,40.23,19.14
ATH,Athene Holding Ltd,Financial Services,83.33,0,,,0,16011.15428,4.3006055,0,1.238031149,91.26,40.21
ATHX,Athersys Inc,Healthcare,0.5282,0,,,0,128.870331,0,N/A,0.873902778,1.82,0.4977
ATI,Allegheny Technologies Inc,Industrials,30.33,0,,,0,3865.487558,N/A,0,0.925337548,30.74,13.85
ATKR,Atkore Inc,Industrials,91.73,0,,,0,4114.646659,5.926597019,0,1.88942351,119.96,65.8
ATLC,Atlanticus Holdings Corp,Financial Services,44.08,0,,,0,652.937865,4.197904482,0,1.923684531,91.98,28.11
ATLO,Ames National Corp.,Financial Services,24.3,0.042127006,0.04,0.033975227,1.023686252,220.939658,9.239311592,0.390719943,0.240258257,25.35,22.23
ATNI,ATN International Inc,Communication Services,40.83,0.016552702,0,-0.129449437,0.675846817,640.591138,N/A,N/A,0.388338731,49.67,31.94
ATNM,Actinium Pharmaceuticals Inc,Healthcare,6.8,0,,,0,150.579023,0,N/A,1.021163515,10.3,4.41
ATNX,Athenex Inc,Healthcare,0.7718,0,,,0,85.205036,N/A,0,1.550878038,5.75,0.6599
ATO,Atmos Energy Corp.,Utilities,119.74,0.022715884,0.088,0.086073657,2.593694771,16216.66085,23.27926348,0.489376372,0.282706758,122.5,85.25
ATOS,Atossa Therapeutics Inc,Healthcare,1.11,0,,,0,140.552762,0,N/A,2.107703492,9.8,1.03
ATR,Aptargroup Inc.,Consumer Cyclical,117.4,0.013458262,0.055555556,0.034967527,1.512955361,7696.371959,31.52997357,0.419101208,0.649635464,157.52,110.04
ATRA,Atara Biotherapeutics Inc,Healthcare,8.01,0,,,0,708.223262,0,N/A,1.463507249,20.04,7.65
ATRC,Atricure Inc,Healthcare,57.05,0,,,0,2639.622489,0,N/A,1.577728037,89.18,55.85
ATRI,Atrion Corp.,Healthcare,732.88,0.010329308,0.114285714,0.131798366,7.570142965,1315.59582,39.80020631,0.416399503,0.429771644,801.24,575.32
ATRO,Astronics Corp.,Industrials,11.97,0,,,0,305.551487,N/A,0,1.000745751,20.93,9.94
ATRS,Antares Pharma Inc,Healthcare,5.56,0,,,0,945.791284,20.43231186,0,1.142621387,5.59,3.11
ATSG,Air Transport Services Group Inc,Industrials,31.4,0,,,0,2334.188896,10.08633139,0,0.815005637,34.54,21.42
ATUS,Altice USA Inc,Communication Services,11.76,0,,,0,5346.726465,5.399037742,0,0.905410369,38.19,10.47
ATVI,Activision Blizzard Inc,Communication Services,78.93,0.005954643,,,0.469999999,61638.2445,22.83743775,0.136627907,0.186948957,98.87,56.07
AUB,Atlantic Union Bankshares Corp,Financial Services,35.85,0.030904093,0.12,0.069610376,1.10791175,2707.450973,10.74176439,0.33985023,0.911684507,42.37,32.09
AUBN,Auburn National Bancorp Inc.,Financial Services,32.2,0.032076484,0.019230769,0.028735217,1.032862794,113.246466,0,N/A,,38.43,31
AUMN,Golden Minerals Co,Basic Materials,0.5415,0,,,0,88.158697,N/A,0,0.084967977,0.83,0.3102
AUTO,AutoWeb Inc,Communication Services,2.77,0,,,0,38.921683,N/A,0,1.385279776,4.35,1.69
AVA,Avista Corp.,Utilities,44.56,0.037736695,0.041420118,0.042402216,1.681547112,3216.856404,21.8337682,0.80073672,0.25944401,46.9,36.95
AVAV,AeroVironment Inc.,Industrials,109.18,0,,,0,2720.146877,N/A,0,0.546871911,115.95,52.03
AVB,Avalonbay Communities Inc.,Real Estate,246.61,0.025789708,0,0.022873096,6.299470837,34480.61414,34.40495764,0.878587286,0.680860304,257.46,181.76
AVD,American Vanguard Corp.,Basic Materials,22.35,0.003796272,,,0.084846677,691.617129,37.20972342,0.138819826,0.457429774,22.53,13.8
AVEO,AVEO Pharmaceuticals Inc,Healthcare,5.79,0,,,0,199.608571,N/A,0,1.378355851,7.59,3.06
AVGO,Broadcom Inc,Technology,573.85,0.028578897,0.138888889,0.320799017,18.80588214,234292.1494,31.11036375,1.07217116,1.401303068,673.21,407.48
AVGR,Avinger Inc,Healthcare,3.1,0,,,0,16.829187,0,N/A,1.301454412,29.2,2.8
AVID,"Avid Technology, Inc.",Communication Services,36.25,0,,,0,1631.467246,39.41884716,0,1.840881744,40.48,19.28
AVLR,Avalara Inc,Technology,91.5,0,,,0,8005.02143,N/A,0,1.729807156,191.67,74.28
AVNS,Avanos Medical Inc,Healthcare,31.93,0,,,0,1510.863389,290.5506517,0,0.672200055,45.82,27.96
AVNW,Aviat Networks Inc,Technology,34.06,0,,,0,381.516142,3.527331192,0,1.472400923,42.81,24.26
AVRO,AvroBio Inc,Healthcare,1.14,0,,,0,49.813813,0,N/A,1.559103832,12.01,1.11
AVT,Avnet Inc.,Technology,37.13,0.025623715,0.238095238,0.076316923,0.951408532,3674.501314,8.076199811,0.210955329,1.069006797,44.36,35.49
AVTR,Avantor Inc.,Basic Materials,31.46,0,,,0,19189.5963,37.77479587,0,1.027465538,44.37,29.58
AVXL,Anavex Life Sciences Corporation,Healthcare,11.1,0,,,0,853.776924,0,N/A,1.980263635,31.5,9.28
AVY,Avery Dennison Corp.,Industrials,166.49,0.016252189,,,2.705826902,13728.97501,18.55016215,0.306435663,1.076169829,227.63,156.51
AVYA,Avaya Holdings Corp.,Technology,11.75,0,,,0,997.902437,0,N/A,1.402768914,30.59,11.42
AWI,Armstrong World Industries Inc.,Industrials,92.2,0.009533331,,,0.878973085,4377.261107,23.93253749,0.230097666,1.051096431,117.83,85.51
AWK,American Water Works Co. Inc.,Utilities,166.16,0.014504092,0.095454545,0.077411957,2.396687573,30200.00554,23.91132663,0.345344031,0.384232581,188.92,144.2
AWR,American States Water Co.,Utilities,85.35,0.017106034,0.089552239,0.085664156,1.421389521,3154.163277,33.51820108,0.559602174,0.319653239,103.33,75.18
AWRE,Aware Inc.,Technology,2.71,0,,,0,58.650525,0,N/A,0.646046275,4.27,2.63
AX,Axos Financial Inc.,Financial Services,40.49,0,,,0,2409.231891,10.52535143,0,1.22714875,62.44,39.64
AXAS,Abraxas Petroleum Corp.,Energy,2.18,0,,,0,18.359764,N/A,0,,4.94,0.52
AXDX,Accelerate Diagnostics Inc,Healthcare,1.03,0,,,0,71.751103,0,N/A,1.053039296,9.36,1.02
AXGN,Axogen Inc.,Healthcare,7.25,0,,,0,304.332424,0,N/A,1.814813885,23.94,6.88
AXL,American Axle & Manufacturing Holdings Inc,Consumer Cyclical,6.86,0,,,0,785.311946,137.7740255,0,1.646244854,13.06,6.41
AXNX,Axonics Inc,Healthcare,63.81,0,,,0,2999.013337,0,N/A,1.736441394,79.81,42.37
AXP,American Express Co.,Financial Services,181.16,0.011481563,0.209302326,0.101972288,1.803141025,137190.4582,17.32859141,0.179954194,1.21250662,198.99,139.22
AXR,AMREP Corp.,Real Estate,12.35,0,,,0,90.60417,9.263282844,0,,18.8,9.76
AXS,Axis Capital Holdings Ltd,Financial Services,56.57,0.030404808,0.023809524,0.025030934,1.680429937,4797.267129,8.153639409,0.243540571,0.78311143,61.39,43.42
AXSM,Axsome Therapeutics Inc,Healthcare,36.86,0,,,0,1418.246481,0,N/A,1.453588879,74.1,19.38
AXTA,Axalta Coating Systems Ltd,Basic Materials,25.13,0,,,0,5642.513285,21.38125534,0,1.075886414,34.2,21.67
AXTI,AXT Inc,Technology,6.34,0,,,0,272.314742,18.91337281,0,1.838601527,12.35,6.07
AYI,"Acuity Brands, Inc.",Industrials,170.79,0.003041525,0,0,0.519461999,5905.991981,17.03487736,0.05366343,1.130126984,224.28,159.25
AYX,Alteryx Inc,Technology,72.02,0,,,0,4349.199287,N/A,0,1.453127961,90.57,49.67
AZO,Autozone Inc.,Consumer Cyclical,2164.6,0,,,0,42964.85967,17.83569836,0,0.777020974,2221.57,1367.96
AZPN,Aspen Technology Inc.,Technology,161.95,0,,,0,10795.90539,41.65038751,0,0.550120323,169.22,122.29
AZZ,AZZ Inc,Industrials,46.24,0.014631605,0,0,0.676565405,1141.790356,14.53399129,0.217545146,0.796294261,58.2,44.5
B,Barnes Group Inc.,Industrials,35.94,0.017715333,0,0.027066087,0.636689072,1821.884748,18.24201484,0.324841363,0.922888903,56.39,35.67
BA,Boeing Co.,Industrials,181.94,0,,,0,107414.6183,N/A,0,1.331677406,258.4,167.58
BAC,Bank Of America Corp.,Financial Services,37.57,0.022358265,0.166666667,0.228659679,0.804312819,302996.5967,9.91578351,0.225297708,1.036650946,49.87,35.97
BAH,Booz Allen Hamilton Holding Corp,Industrials,87.78,0.016860333,0.162162162,0.203937403,1.528952161,11697.35985,20.34167795,0.361454412,0.40755229,90.48,69.68
BANC,Banc of California Inc,Financial Services,18.09,0.013204502,0,-0.143274725,0.238869445,1124.836869,22.24624467,0.251812614,1.0635731,21.95,15.25
BAND,Bandwidth Inc,Technology,29.38,0,,,0,684.319078,N/A,0,1.090181869,145.97,24.01
BANF,Bancfirst Corp.,Financial Services,83.16,0.017316017,0.058823529,-0.010755189,1.409944825,2721.459815,16.23492105,0.280307122,0.635268515,84.63,52.95
BANR,Banner Corp.,Financial Services,55.26,0.029900893,0.073170732,0.119702205,1.652323338,1893.50932,9.418195255,0.286861691,0.96735773,66.31,48.03
BASI,Basis Global Technologies Inc,Healthcare,16.44,0,,,0,0,0,N/A,,,
BATRA,Liberty Media Corp.,Communication Services,27.74,0,,,0,32021.17751,0,N/A,0.752749869,32.69,24.75
BATRK,Liberty Media Corp.,Communication Services,26.54,0,,,0,32021.17751,0,N/A,0.773137144,31.27,24.17
BAX,Baxter International Inc.,Healthcare,76.44,0.014575776,0.142857143,0.118426915,1.114172322,38464.37868,29.95668121,0.440384317,0.334267312,89.41,72.35
BBBY,"Bed, Bath & Beyond Inc.",Consumer Cyclical,17.325,0,,,0,1669.050878,N/A,0,1.835792583,44.51,12.39
BBCP,Concrete Pumping Holdings Inc,Industrials,6.27,0,,,0,355.763035,0,N/A,0.608553485,9.7,6.24
BBGI,Beasley Broadcast Group Inc,Communication Services,1.68,0,,,0,21.358038,N/A,0,0.753430995,3.39,1.65
BBSI,Barrett Business Services Inc.,Industrials,73.47,0.016236496,0,0.037137289,1.192895396,545.332765,14.32108944,0.238579079,0.664526283,86.14,57.53
BBW,Build A Bear Workshop Inc,Consumer Cyclical,17.94,0,,,0,292.921611,8.715829893,0,1.41356657,23.5,7.11
BBY,Best Buy Co. Inc.,Consumer Cyclical,93.84,0.037510656,0.257142857,0.209485736,2.947702048,21135.37262,8.612621281,0.299563216,1.068992355,139.76,84.82
BC,Brunswick Corp.,Consumer Cyclical,75.71,0.01928411,0.089552239,0.172092222,1.362650993,5796.605172,9.770108161,0.180006736,1.302585391,116.01,72.71
BCBP,BCB Bancorp Inc (NJ),Financial Services,17.63,0.034663108,0.142857143,0.027066087,0.611110587,299.437405,0,N/A,0.521135282,19.2,12.5
BCC,Boise Cascade Co,Basic Materials,71.19,0.006119095,-0.94,-0.34561061,0.435618371,2808.263396,3.941499757,0.024241423,1.569527596,84.94,46.28
BCLI,"Brainstorm Cell Therapeutics, Inc.",Healthcare,3.15,0,,,0,114.931467,0,N/A,0.652695263,4.46,2.75
BCO,Brink`s Co.,Industrials,65.83,0.012101144,0.333333333,0.059223841,0.796618331,3131.156618,29.76384618,0.379342062,0.78053793,80.47,58.15
BCOR,Blucora Inc,Financial Services,20.06,0,,,0,964.488431,124.337815,0,1.102033689,20.6,14.21
BCOV,Brightcove Inc,Technology,7.45,0,,,0,309.386833,57.32570563,0,1.077846822,21.6,6.69
BCPC,Balchem Corp.,Basic Materials,133.42,0.004796882,,,0.639999986,4294.43557,44.68529478,0.21768707,0.730044144,173.8,119.12
BCRX,Biocryst Pharmaceuticals Inc.,Healthcare,11.385,0,,,0,2102.374582,N/A,0,1.374124989,19.99,10.17
BDC,Belden Inc,Industrials,49.06,0.004071266,0,0,0.199736301,2169.762687,33.94231814,0.141656951,1.375613727,68.75,41.23
BDGE,"Bridge Bancorp, Inc.",Financial Services,24.43,0.02910878,,,0.711127497,482.72974,10.42950718,0.300053796,1.295065826,30.55,16.33
BDL,"Flanigan`s Enterprises, Inc.",Consumer Cyclical,35.55,0.028129395,,,1,66.074901,0,N/A,,46.47,20.93
BDN,Brandywine Realty Trust,Real Estate,12.73,0.059701493,0,0.034967527,0.744594196,2181.7172,183.8319177,10.80688238,0.894794047,14.68,12.06
BDSI,Biodelivery Sciences International,Healthcare,5.59,0,,,0,0,0,N/A,,,
BDX,"Becton, Dickinson And Co.",Healthcare,271.68,0.012809187,0.048192771,0.035712645,3.301803121,77366.6062,46.18901863,0.572236243,0.122795185,277.29,227.91
BE,Bloom Energy Corp,Industrials,22.45,0,,,0,3620.837811,N/A,0,1.960423092,37.01,12.55
BEAT,HeartBeam Inc,Healthcare,1.61,0,,,0,12.81381,0,N/A,,5.47,1.44
BECN,Beacon Roofing Supply Inc,Industrials,58.54,0,,,0,4122.784287,18.82549903,0,1.301169938,63.64,46.62
BELFA,Bel Fuse Inc.,Technology,23.0753,0.007776916,0,0,0.179454674,216.50143,0,N/A,,23.89,12.24
BELFB,Bel Fuse Inc.,Technology,16.1,0.017266149,0,0,0.277984995,216.50143,8.722510377,0.137616334,1.017210532,21.56,10.42
BEN,"Franklin Resources, Inc.",Financial Services,25.57,0.045365663,0.035714286,0.077143588,1.124257943,12839.32055,6.915129289,0.29663798,1.423096657,37.56,25.45
BERY,Berry Global Group Inc,Consumer Cyclical,56.99,0,,,0,7710.747,10.65020304,0,0.863391927,74.73,52.54
BFAM,"Bright Horizons Family Solutions, Inc.",Consumer Cyclical,132.4,0,,,0,7848.844385,111.8802119,0,0.595648208,171.91,113.41
BFIN,Bankfinancial Corp,Financial Services,10.41,0.037904824,0,0.073940924,0.394589214,137.188029,18.51390403,0.747186544,0.390854025,12.56,9.71
BFS,"Saul Centers, Inc.",Real Estate,54.23,0.04204315,0.075471698,0.022494395,2.204341642,1289.983164,34.68162828,1.404039263,0.885156393,55.14,38
BFST,Business First Bancshares Inc.,Financial Services,22.94,0.020784796,,,0.476803218,467.984006,0,N/A,0.705130572,29.37,21.18
BG,Bunge Ltd.,Consumer Defensive,123.96,0.016602473,0.05,0.026786841,2.058042518,17585.26459,8.603358411,0.153356372,0.522519238,124.37,70.49
BGCP,BGC Partners Inc,Financial Services,3.89,0.010249399,0,-0.439022427,0.039870163,1249.052684,10.07243691,0.173650535,1.14158072,6.47,3.81
BGFV,Big 5 Sporting Goods Corp,Consumer Cyclical,16.42,0.054931857,0,0.107566343,0.901981089,364.849756,3.563473096,0.198237602,1.739381292,45.13,13.55
BGS,"B&G Foods, Inc",Consumer Defensive,27.61,0.068815647,0,0.004264547,1.854285884,1900.841815,28.21789135,1.817927337,0.215282877,34.3,24.66
BGSF,BGSF Inc,Industrials,11.95,0.040498311,0.5,-0.097119549,0.483954816,124.58126,0,N/A,0.383396827,15.49,11.15
BH,Biglari Holdings Inc.,Consumer Cyclical,138.32,0,,,0,430.939085,12.14665665,0,0.655696417,188.5,110.56
BHB,Bar Harbor Bankshares Inc,Financial Services,27.91,0.033990868,0.090909091,0.051509946,0.948685134,419.001833,0,N/A,0.762880885,32.43,24.56
BHE,Benchmark Electronics Inc.,Technology,23.38,0.02796728,,,0.653875011,822.936651,23.00633636,0.659946519,0.846269975,31.55,21.97
BHF,Brighthouse Financial Inc,Financial Services,53.43,0,,,0,4094.364195,N/A,0,1.43717337,62.33,40.03
BHLB,Berkshire Hills Bancorp Inc.,Financial Services,27.95,0.01706809,0,-0.105887039,0.477053116,1337.679565,11.27283393,0.199603814,0.884377929,31.66,20.65
BHR,Braemar Hotels & Resorts Inc,Real Estate,5.98,0.001672241,,,0.01,390.786111,N/A,N/A,1.14355236,7.24,4.18
BHVN,Biohaven Pharmaceutical Holding Company Ltd,Healthcare,110.88,0,,,0,7820.024446,N/A,0,0.983341676,151.51,65.24
BIG,Big Lots Inc,Consumer Defensive,36.95,0.032118216,0,0.037137289,1.1867681,1055.200807,5.935497122,0.22265818,1.353952225,71.37,31.18
BIIB,Biogen Inc,Healthcare,212.55,0,,,0,31236.94165,20.07386521,0,0.554976627,468.55,192.67
BIO,Bio-Rad Laboratories Inc.,Healthcare,548.19,0,,,0,16617.47271,3.913767371,0,0.918463368,832.7,524.19
BIOC,Biocept Inc,Healthcare,1.83,0,,,0,30.835795,0,N/A,0.997028738,5.19,1.78
BIOL,Biolase Inc,Healthcare,0.3067,0,,,0,47.337827,N/A,0,1.378323489,0.9394,0.301
BIOS,BioPlus Acquisition Corp,N/A,9.92,0,,,0,233.7152,0,N/A,,9.99,9.78
BJ,BJ`s Wholesale Club Holdings Inc,Consumer Defensive,67.37,0,,,0,9114.453884,21.36273564,0,0.712431115,74.09,42.62
BJRI,BJ`s Restaurant Inc.,Consumer Cyclical,27.55,0,,,0,645.00498,N/A,0,1.355897016,63,24.02
BK,Bank Of New York Mellon Corp,Financial Services,47.29,0.028758723,0.096774194,0.123427533,1.318452084,38168.05381,10.75156445,0.317699297,1.041390425,64.63,45
